         3094082 function calls (3033718 primitive calls) in 4.473 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 dicts.py:62(ConstDictVariable)
        1    0.000    0.000    0.000    0.000 higher_order_ops.py:522(TorchHigherOrderOperatorVariable)
        1    0.000    0.000    0.000    0.000 shufflenetv2.py:43(InvertedResidual)
        1    0.000    0.000    0.000    0.000 ImageFile.py:316(load_prepare)
        1    0.000    0.000    0.000    0.000 import_files_dialog.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _fix.py:1(<module>)
        1    0.000    0.000    0.000    0.000 version.py:36(_Version)
        1    0.000    0.000    0.000    0.000 annotations.py:85(EvalEnv)
        8    0.000    0.000    0.000    0.000 utils.py:52(_has_surrogates)
        1    0.000    0.000    0.000    0.000 base64mime.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _collections.py:41(_Sentinel)
        1    0.000    0.000    0.000    0.000 font.py:26(Font)
        8    0.000    0.000    0.000    0.000 validate.py:51(_create_type_check_guard)
        1    0.000    0.000    0.000    0.000 fields.py:300(DateTimeField)
        1    0.000    0.000    0.000    0.000 beta.py:13(Beta)
        1    0.000    0.000    0.000    0.000 {built-in method torch._C._distributed_c10d.set_debug_level_from_env}
        1    0.000    0.000    0.000    0.000 fer2013.py:12(FER2013)
        1    0.000    0.000    0.000    0.000 function.py:1911(Lambda)
        1    0.000    0.000    0.000    0.000 delta_functions.py:393(Heaviside)
        1    0.000    0.000    0.000    0.000 utils.py:748(CleanupHook)
        1    0.000    0.000    0.000    0.000 efficientnet.py:559(EfficientNet_B4_Weights)
        1    0.000    0.000    0.000    0.000 efficientnet.py:607(EfficientNet_B6_Weights)
        1    0.000    0.000    0.000    0.000 faster_rcnn.py:402(FasterRCNN_ResNet50_FPN_V2_Weights)
        1    0.000    0.000    0.000    0.000 {built-in method pyexpat.ParserCreate}
        1    0.000    0.000    0.000    0.000 thread.py:121(ThreadPoolExecutor)
        1    0.000    0.000    0.000    0.000 utils.py:3475(JSONFileCache)
        1    0.000    0.000    0.000    0.000 geometry.py:145(Camera)
        1    0.000    0.000    0.000    0.000 _pyio.py:2045(_configure)
        1    0.000    0.000    0.000    0.000 omniglot.py:11(Omniglot)
        1    0.000    0.000    0.000    0.000 moving_mnist.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _thread_flow.py:16(ThreadFlow)
        1    0.000    0.000    0.000    0.000 modules.py:44(Module)
        1    0.000    0.000    0.000    0.000 plotgrid.py:1(<module>)
        1    0.000    0.000    0.000    0.000 swin_transformer.py:752(Swin_V2_S_Weights)
       13    0.000    0.000    0.000    0.000 mixins.py:38(_inplace_binary_method)
        1    0.000    0.000    0.000    0.000 trace_dependencies.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _location.py:19(Location)
        1    0.000    0.000    0.000    0.000 _presets.py:38(ImageClassification)
        1    0.000    0.000    0.000    0.000 dylib.py:1(<module>)
        1    0.000    0.000    0.000    0.000 text.py:46(PhoneticText)
        1    0.000    0.000    0.000    0.000 batchnorm.py:18(_NormBase)
        1    0.000    0.000    0.000    0.000 binomial.py:1(<module>)
        1    0.000    0.000    0.000    0.000 rnn.py:112(RNNCell)
        1    0.000    0.000    0.000    0.000 mock.py:1345(__call__)
        1    0.000    0.000    0.000    0.000 roi_align.py:262(RoIAlign)
        1    0.000    0.000    0.000    0.000 integers.py:21(RoundFunction)
        1    0.000    0.000    0.000    0.000 efficientnet.py:583(EfficientNet_B5_Weights)
        1    0.000    0.000    0.000    0.000 efficientnet.py:655(EfficientNet_V2_S_Weights)
        1    0.000    0.000    0.000    0.000 threading.py:265(Condition)
        1    0.000    0.000    0.000    0.000 {built-in method time.asctime}
        2    0.000    0.000    0.000    0.000 calendar.py:45(__getattr__)
        1    0.000    0.000    0.000    0.000 __init__.py:839(ZipExtFile)
        1    0.000    0.000    0.000    0.000 queue.py:258(_PySimpleQueue)
        1    0.000    0.000    0.000    0.000 wait.py:1(<module>)
        1    0.000    0.000    0.000    0.000 abc.py:16(ResourceReader)
        1    0.000    0.000    0.004    0.004 compat.py:18(_resolve_char_detection)
        1    0.000    0.000    0.000    0.000 readers.py:56(MultiplexedPath)
        2    0.000    0.000    0.000    0.000 ttk.py:350(configure)
        1    0.000    0.000    0.000    0.000 ctk_tk.py:167(resizable)
        2    0.000    0.000    0.000    0.000 _common.py:664(outer)
        1    0.000    0.000    0.000    0.000 numbers.py:179(NumberFormatList)
        1    0.000    0.000    0.000    0.000 lazy.py:10(_LazyProtocol)
        1    0.000    0.000    0.000    0.000 dataset.py:217(StackDataset)
       10    0.000    0.000    0.000    0.000 _deprecation.py:9(deprecated)
        1    0.000    0.000    0.000    0.000 __init__.py:41(__sympy_debug)
        1    0.000    0.000    0.000    0.000 basic.py:2217(Atom)
        1    0.000    0.000    0.000    0.000 expressionrawdomain.py:12(ExpressionRawDomain)
        1    0.000    0.000    0.000    0.000 utils.py:273(CTCLabelConverter)
        1    0.000    0.000    0.000    0.000 v3.py:1(<module>)
        1    0.000    0.000    0.000    0.000 network_timeouts_dialog.py:1(<module>)
        2    0.000    0.000    0.000    0.000 six.py:169(_SixMetaPathImporter)
       10    0.000    0.000    0.000    0.000 {method 'keys' of 'mappingproxy' objects}
        1    0.000    0.000    0.001    0.001 child.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _package_unpickler.py:1(<module>)
        1    0.000    0.000    0.000    0.000 lbfgs.py:1(<module>)
        1    0.000    0.000    0.000    0.000 conv.py:40(Conv1d)
        1    0.000    0.000    0.000    0.000 label.py:101(DataLabelList)
        2    0.000    0.000    0.000    0.000 matexpr.py:81(__new__)
        1    0.000    0.000    0.000    0.000 squeezenet.py:145(SqueezeNet1_1_Weights)
        1    0.000    0.000    0.000    0.000 mask_rcnn.py:384(MaskRCNN_ResNet50_FPN_V2_Weights)
        1    0.000    0.000    0.000    0.000 pdu_items.py:1236(AbstractSyntaxSubItem)
        1    0.000    0.000    0.000    0.000 spreadsheet_drawing.py:182(TwoCellAnchor)
       12    0.000    0.000    0.000    0.000 version.py:454(_parse_letter_version)
        1    0.000    0.000    0.000    0.000 _psosx.py:141(cpu_times)
        1    0.000    0.000    0.000    0.000 data_source.py:66(NumData)
        1    0.000    0.000    0.000    0.000 _writer.py:44(WorksheetWriter)
        1    0.000    0.000    0.000    0.000 _comparison.py:432(BooleanPair)
        1    0.000    0.000    0.000    0.000 custom_ops.py:145(CustomOpDef)
        1    0.000    0.000    0.000    0.000 operator_support.py:28(OperatorSupportBase)
        1    0.000    0.000    0.000    0.000 functional_tensor.py:681(FunctorchFunctionalizeAPI)
        1    0.000    0.000    0.000    0.000 semeion.py:12(SEMEION)
       21    0.000    0.000    0.000    0.000 symbolic_opset9.py:297(_export)
        1    0.000    0.000    0.000    0.000 misc.py:13(FrozenBatchNorm2d)
        1    0.000    0.000    0.000    0.000 pythonfinitefield.py:1(<module>)
        1    0.000    0.000    0.000    0.000 densenet.py:307(DenseNet169_Weights)
        1    0.000    0.000    0.000    0.000 efficientnet.py:631(EfficientNet_B7_Weights)
        1    0.000    0.000    0.000    0.000 deeplabv3.py:162(DeepLabV3_ResNet101_Weights)
        1    0.000    0.000    0.000    0.000 ImageSequence.py:1(<module>)
        1    0.000    0.000    0.000    0.000 lzma.py:38(LZMAFile)
        1    0.000    0.000    0.000    0.000 __init__.py:776(MetadataPathFinder)
        1    0.000    0.000    0.000    0.000 pdu_items.py:1378(TransferSyntaxSubItem)
        1    0.000    0.000    0.000    0.000 __init__.py:3367(Menu)
        1    0.000    0.000    0.000    0.000 handlers.py:124(__init__)
        1    0.000    0.000    0.000    0.000 scenario.py:1(<module>)
        1    0.000    0.000    0.000    0.000 sampler.py:246(BatchSampler)
        1    0.000    0.000    0.000    0.000 observer.py:399(MinMaxObserver)
        1    0.000    0.000    0.000    0.000 _deprecation.py:1(<module>)
        1    0.000    0.000    0.000    0.000 gamma_functions.py:1154(trigamma)
        1    0.000    0.000    0.000    0.000 powerset.py:10(PowerSet)
        1    0.000    0.000    0.000    0.000 laplace.py:2199(InverseLaplaceTransform)
        8    0.000    0.000    0.000    0.000 symbolic_convert.py:309(generic_jump)
        1    0.000    0.000    0.000    0.000 retinanet.py:705(RetinaNet_ResNet50_FPN_V2_Weights)
        1    0.000    0.000    0.000    0.000 _spherical_bessel.py:1(<module>)
        4    0.000    0.000    0.000    0.000 excel.py:51(__set__)
        1    0.000    0.000    0.000    0.000 borders.py:33(Side)
        1    0.000    0.000    0.000    0.000 geometry.py:460(CustomGeometry2D)
        1    0.000    0.000    0.000    0.000 _classes.py:1(<module>)
       29    0.000    0.000    0.000    0.000 singleton.py:167(<lambda>)
        4    0.000    0.000    0.000    0.000 _adapters.py:53(__getitem__)
        2    0.000    0.000    0.000    0.000 _pyio.py:824(close)
        2    0.000    0.000    0.000    0.000 kind.py:266(register)
        1    0.000    0.000    0.000    0.000 ipaddress.py:1420(IPv4Interface)
        1    0.000    0.000    0.000    0.000 cookiejar.py:874(DefaultCookiePolicy)
        1    0.000    0.000    0.000    0.000 dimse.py:99(DIMSEServiceProvider)
        1    0.000    0.000    0.000    0.000 pdu.py:1632(A_RELEASE_RQ)
        1    0.000    0.000    0.000    0.000 __init__.py:4258(Spinbox)
        1    0.000    0.000    0.000    0.000 useragent.py:74(UserAgentComponent)
        1    0.000    0.000    0.000    0.000 web.py:15(WebPublishObject)
        1    0.000    0.000    0.000    0.000 cache.py:223(PCDSDTCEntries)
        1    0.000    0.000    0.000    0.000 pie_chart.py:89(DoughnutChart)
        1    0.000    0.000    0.000    0.000 properties.py:130(FileVersion)
        1    0.000    0.000    0.000    0.000 instancenorm.py:12(_InstanceNorm)
        1    0.000    0.000    0.000    0.000 sparse_adam.py:12(SparseAdam)
        1    0.000    0.000    0.000    0.000 laplace.py:12(Laplace)
        1    0.000    0.000    0.000    0.000 numbers.py:2738(Zero)
        1    0.000    0.000    0.000    0.000 extensions.py:11(ExtensionElement)
        1    0.000    0.000    0.000    0.000 series_class.py:11(SeriesBase)
        1    0.000    0.000    0.000    0.000 line.py:1578(Segment)
        1    0.000    0.000    0.000    0.000 nn_module.py:749(UnspecializedNNModuleVariable)
        1    0.000    0.000    0.000    0.000 utils.py:134(PytreeThunk)
        1    0.000    0.000    0.000    0.000 numpy_lookfor.py:1(<module>)
        1    0.000    0.000    0.000    0.000 records.py:196(record)
        1    0.000    0.000    0.000    0.000 random.py:332(randint)
        1    0.000    0.000    0.000    0.000 valuerep.py:544(_DateTimeBase)
        1    0.000    0.000    0.000    0.000 hexutil.py:1(<module>)
        1    0.000    0.000    0.000    0.000 sop_class.py:139(SOPClass)
        1    0.000    0.000    0.000    0.000 text.py:127(RichText)
        1    0.000    0.000    0.000    0.000 axis.py:168(DisplayUnitsLabelList)
        1    0.000    0.000    0.000    0.000 graphic.py:160(GroupShape)
        3    0.000    0.000    0.000    0.000 storage.py:316(_share_memory_lock_protected)
        1    0.000    0.000    0.000    0.000 argparse.py:1362(_ActionsContainer)
        1    0.000    0.000    0.000    0.000 model.py:434(ViewSchemaKind)
        1    0.000    0.000    0.000    0.000 gamma.py:1(<module>)
        1    0.000    0.000    0.000    0.000 streams.py:315(StreamWriter)
        1    0.000    0.000    0.002    0.002 cond.py:1(<module>)
        1    0.000    0.000    0.000    0.000 containers.py:21(Tuple)
        2    0.000    0.000    0.000    0.000 _pep440.py:117(parse)
        1    0.000    0.000    0.000    0.000 symbolic.py:113(Precedence)
        2    0.000    0.000    0.000    0.000 manage_plugins.py:273(_inject_imread_collection_if_needed)
        1    0.000    0.000    0.000    0.000 gmpyrationalfield.py:1(<module>)
        1    0.000    0.000    0.000    0.000 densenet.py:327(DenseNet201_Weights)
        1    0.000    0.000    0.000    0.000 independent.py:1(<module>)
        3    0.000    0.000    0.000    0.000 __init__.py:5689(_make_r_binary_op)
        1    0.000    0.000    0.000    0.000 convnext.py:90(ConvNeXt)
        2    0.000    0.000    0.000    0.000 cache.py:168(lazy_function)
        1    0.000    0.000    0.000    0.000 _internal.py:261(_ctypes)
        1    0.000    0.000    0.000    0.000 __init__.py:659(FastPath)
        1    0.000    0.000    0.000    0.000 abc.py:96(InspectLoader)
        1    0.000    0.000    0.000    0.000 _binary.py:1(<module>)
        1    0.000    0.000    0.000    0.000 endpoint_provider.py:699(EndpointProvider)
        1    0.000    0.000    0.000    0.000 model.py:246(ResourceModel)
        1    0.000    0.000    0.000    0.000 table.py:41(TableStyleInfo)
        1    0.000    0.000    0.000    0.000 data_source.py:223(AxDataSource)
        1    0.000    0.000    0.000    0.000 batchnorm.py:574(SyncBatchNorm)
        1    0.000    0.000    0.000    0.000 rprop.py:24(Rprop)
        1    0.000    0.000    0.000    0.000 _dill.py:431(Unpickler)
        2    0.000    0.000    0.000    0.000 stubs.py:1(<module>)
        1    0.000    0.000    0.000    0.000 weak.py:119(WeakIdKeyDictionary)
        1    0.000    0.000    0.000    0.000 proxy_tensor.py:550(PythonKeyTracer)
        1    0.000    0.000    0.000    0.000 autoaugment.py:287(RandAugment)
        1    0.000    0.000    0.000    0.000 rendered_sst2.py:11(RenderedSST2)
        1    0.000    0.000    0.000    0.000 _globals.py:23(__init__)
        1    0.000    0.000    0.000    0.000 matrices.py:1(<module>)
        1    0.000    0.000    0.000    0.000 expressiondomain.py:21(Expression)
        1    0.000    0.000    0.000    0.000 error_functions.py:1945(Ci)
        1    0.000    0.000    0.000    0.000 single.py:211(SingleODESolver)
        1    0.000    0.000    0.000    0.000 source.py:333(DefaultsSource)
        1    0.000    0.000    0.000    0.000 device_interface.py:45(Worker)
        1    0.000    0.000    0.000    0.000 core.py:1363(make_mask_descr)
        1    0.000    0.000    0.000    0.000 _sf_error.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _expm_frechet.py:1(<module>)
        1    0.000    0.000    0.000    0.000 csc.py:1(<module>)
        1    0.000    0.000    0.000    0.000 aws_cognito_dialog.py:13(AWSCognitoDialog)
        4    0.000    0.000    0.000    0.000 PngImagePlugin.py:147(_crc32)
        1    0.000    0.000    0.000    0.000 _globals.py:65(_CopyMode)
        1    0.000    0.000    0.000    0.000 differential.py:50(DifferentialStyleList)
        1    0.000    0.000    0.000    0.000 __init__.py:177(find_package_path)
        4    0.000    0.000    0.000    0.000 typing_extensions.py:530(_caller)
        1    0.000    0.000    0.000    0.000 conv.py:611(_ConvTransposeNd)
        1    0.000    0.000    0.000    0.000 transforms.py:1617(RandomErasing)
