         3094082 function calls (3033718 primitive calls) in 4.473 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.001    0.001 _common.py:33(wrapper)
        1    0.000    0.000    0.000    0.000 table.py:666(RowColField)
        1    0.000    0.000    0.000    0.000 cache.py:392(FieldUsage)
        1    0.000    0.000    0.000    0.000 __init__.py:1547(ShortStorage)
        1    0.000    0.000    0.000    0.000 basic.py:469(__eq__)
        1    0.000    0.000    0.000    0.000 pathlib.py:263(_PathParents)
        1    0.000    0.000    0.000    0.000 parse.py:220(_NetlocResultMixinBytes)
        1    0.000    0.000    0.000    0.000 parse.py:838(_Quoter)
        1    0.000    0.000    0.000    0.000 pprint.py:80(_safe_key)
        1    0.000    0.000    0.000    0.000 __init__.py:727(BufferingFormatter)
        1    0.000    0.000    0.000    0.000 __init__.py:2285(NullHandler)
        1    0.000    0.000    0.000    0.000 pickle.py:257(_Unframer)
        1    0.000    0.000    0.000    0.000 _exceptions.py:38(_UFuncNoLoopError)
        1    0.000    0.000    0.000    0.000 _convertions.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _datasource.py:98(__init__)
        1    0.000    0.000    0.000    0.000 __init__.py:10(NBitBase)
        1    0.000    0.000    0.000    0.000 {built-in method _imp.get_frozen_object}
        2    0.000    0.000    0.000    0.000 {method '__exit__' of 'posix.ScandirIterator' objects}
        1    0.000    0.000    0.000    0.000 _base_connection.py:12(ProxyConfig)
        1    0.000    0.000    0.000    0.000 __init__.py:779(_SharedFile)
        1    0.000    0.000    0.000    0.000 __init__.py:2065(PyZipFile)
        1    0.000    0.000    0.000    0.000 models.py:230(Request)
        1    0.000    0.000    0.000    0.000 TiffTags.py:24(_TagInfo)
        1    0.000    0.000    0.000    0.000 socketserver.py:828(_SocketWriter)
        1    0.000    0.000    0.000    0.000 __init__.py:621(BooleanVar)
        1    0.000    0.000    0.000    0.000 simpledialog.py:270(_QueryDialog)
        1    0.000    0.000    0.000    0.000 ImageTk.py:190(BitmapImage)
        1    0.000    0.000    0.000    0.000 project.py:192(EchoResponse)
        1    0.000    0.000    0.000    0.000 handlers.py:205(TimedRotatingFileHandler)
        1    0.000    0.000    0.000    0.000 handlers.py:1096(NTEventLogHandler)
        1    0.000    0.000    0.000    0.000 _base.py:59(_Waiter)
        1    0.000    0.000    0.000    0.000 _base.py:111(_AllCompletedWaiter)
        1    0.000    0.000    0.000    0.000 exceptions.py:94(HTTPClientError)
        1    0.000    0.000    0.000    0.000 exceptions.py:8(ParseError)
        1    0.000    0.000    0.000    0.000 gzip.py:124(_WriteBufferStream)
        1    0.000    0.000    0.000    0.000 validate.py:90(ValidationErrors)
        1    0.000    0.000    0.000    0.000 auth.py:707(SigV4QueryAuth)
        1    0.000    0.000    0.000    0.000 paginate.py:105(TokenDecoder)
        1    0.000    0.000    0.000    0.000 credentials.py:730(BaseAssumeRoleCredentialFetcher)
        1    0.000    0.000    0.000    0.000 credentials.py:1250(SharedCredentialProvider)
        1    0.000    0.000    0.000    0.000 model.py:273(StringShape)
        1    0.000    0.000    0.000    0.000 standard.py:157(RetryContext)
        1    0.000    0.000    0.000    0.000 sequence.py:56(ValueSequence)
        1    0.000    0.000    0.000    0.000 cell_style.py:21(ArrayDescriptor)
        1    0.000    0.000    0.000    0.000 escape.py:1(<module>)
        1    0.000    0.000    0.000    0.000 bound_dictionary.py:6(BoundDictionary)
        1    0.000    0.000    0.000    0.000 effect.py:118(BiLevelEffect)
        1    0.000    0.000    0.000    0.000 geometry.py:450(GeomGuideList)
        1    0.000    0.000    0.000    0.000 descriptors.py:32(NumberFormatDescriptor)
        1    0.000    0.000    0.000    0.000 xdr.py:17(XDRPositiveSize2D)
        1    0.000    0.000    0.000    0.000 context.py:296(ForkServerProcess)
        1    0.000    0.000    0.000    0.000 __init__.py:1517(HalfStorage)
        1    0.000    0.000    0.000    0.000 code.py:171(InteractiveConsole)
        1    0.000    0.000    0.000    0.000 _utils.py:921(_LazySeedTracker)
        1    0.000    0.000    0.000    0.000 typing_extensions.py:1456(NoDefaultType)
        1    0.000    0.000    0.000    0.000 __init__.py:263(DeferredCudaCallError)
        1    0.000    0.000    0.000    0.000 tarfile.py:307(_LowLevelFile)
        1    0.000    0.000    0.000    0.000 __init__.py:1240(_CudaBase)
        1    0.000    0.000    0.000    0.000 __init__.py:1393(ComplexFloatStorage)
        1    0.000    0.000    0.000    0.000 memory.py:882(_CUDAAllocator)
        1    0.000    0.000    0.000    0.000 model.py:37(Location)
        1    0.000    0.000    0.000    0.000 argparse.py:794(Action)
        1    0.000    0.000    0.000    0.000 anomaly_mode.py:94(set_detect_anomaly)
        1    0.000    0.000    0.000    0.000 grad_mode.py:366(_unsafe_preserve_version_counter)
        1    0.000    0.000    0.000    0.000 pyfunctorch.py:190(JvpInterpreter)
        1    0.000    0.000    0.000    0.000 _classes.py:22(__init__)
        1    0.000    0.000    0.000    0.000 _recursive.py:429(__init__)
        1    0.000    0.000    0.000    0.000 constraints.py:336(_GreaterThan)
        1    0.000    0.000    0.000    0.000 transforms.py:892(SoftmaxTransform)
        1    0.000    0.000    0.000    0.000 utils.py:9(IterableWrapperIterDataPipe)
        1    0.000    0.000    0.000    0.000 _pyio.py:607(RawIOBase)
        1    0.000    0.000    0.000    0.000 grouping.py:92(UnBatcherIterDataPipe)
        1    0.000    0.000    0.000    0.000 _pyio.py:2169(writable)
        1    0.000    0.000    0.000    0.000 _utils.py:47(Interval)
        1    0.000    0.000    0.000    0.000 rnn.py:51(PackedParameter)
        1    0.000    0.000    0.000    0.000 stubs.py:5(QuantStub)
        1    0.000    0.000    0.000    0.000 export_utils.py:15(_WrapperModule)
        1    0.000    0.000    0.000    0.000 locks.py:330(Semaphore)
        1    0.000    0.000    0.000    0.000 transports.py:46(ReadTransport)
        1    0.000    0.000    0.000    0.000 base_subprocess.py:255(WriteSubprocessPipeProto)
        1    0.000    0.000    0.000    0.000 _guards.py:388(ModuleContextCheckpointState)
        1    0.000    0.000    0.000    0.000 dynamic_shapes.py:223(_ConstraintFactory)
        1    0.000    0.000    0.000    0.000 dynamic_shapes.py:358(_PhantomRoot)
        1    0.000    0.000    0.000    0.000 subprocess.py:695(_use_posix_spawn)
        1    0.000    0.000    0.000    0.000 impl.py:638(FuncAndLocation)
        1    0.000    0.000    0.000    0.000 transforms.py:172(ConvertImageDtype)
        1    0.000    0.000    0.000    0.000 context.py:267(RuntimeErrorWithDiagnostic)
        1    0.000    0.000    0.000    0.000 _config_module.py:356(SubConfigProxy)
        1    0.000    0.000    0.000    0.000 facts.py:214(rules_2prereq)
        1    0.000    0.000    0.000    0.000 ctx_iv.py:292(ivmpf_constant)
        1    0.000    0.000    0.000    0.000 core.py:5(Registry)
        1    0.000    0.000    0.000    0.000 symbol.py:25(Str)
        1    0.000    0.000    0.000    0.000 assume.py:14(AssumptionsContext)
        1    0.000    0.000    0.000    0.000 polyoptions.py:659(Include)
        1    0.000    0.000    0.000    0.000 polyoptions.py:696(Series)
        1    0.000    0.000    0.000    0.000 sets.py:2724(SetKind)
        1    0.000    0.000    0.000    0.000 fancysets.py:1493(Complexes)
        1    0.000    0.000    0.000    0.000 ordinals.py:261(OrdinalOmega)
        1    0.000    0.000    0.000    0.000 arrayop.py:458(Flatten)
        1    0.000    0.000    0.000    0.000 transforms.py:964(FourierTypeTransform)
        1    0.000    0.000    0.000    0.000 laplace.py:1265(LaplaceTransform)
        1    0.000    0.000    0.000    0.000 single.py:1046(SecondNonlinearAutonomousConserved)
        1    0.000    0.000    0.000    0.000 series.py:1755(Parametric3DLineSeries)
        1    0.000    0.000    0.000    0.000 exc.py:37(RestartAnalysis)
        1    0.000    0.000    0.000    0.000 base.py:25(MutableLocalBase)
        1    0.000    0.000    0.000    0.000 source.py:550(NumpyTensorSource)
        1    0.000    0.000    0.000    0.000 types.py:27(GuardFail)
        1    0.000    0.000    0.000    0.000 types.py:49(GuardedCode)
        1    0.000    0.000    0.000    0.000 checkpoint.py:1174(_CachingTorchDispatchMode)
        1    0.000    0.000    0.000    0.000 ctx_manager.py:723(NullContextVariable)
        1    0.000    0.000    0.000    0.000 dicts.py:534(DictValues)
        1    0.000    0.000    0.000    0.000 lists.py:617(SliceVariable)
        1    0.000    0.000    0.000    0.000 misc.py:733(MethodWrapperVariable)
        4    0.000    0.000    0.000    0.000 higher_order_ops.py:41(raise_hard_error_if_graph_break)
        1    0.000    0.000    0.000    0.000 user_defined.py:1078(RemovableHandleVariable)
        1    0.000    0.000    0.000    0.000 misc.py:206(ComptimeVariable)
        1    0.000    0.000    0.000    0.000 decorators.py:174(_DimRange)
        1    0.000    0.000    0.000    0.000 raft.py:171(MotionEncoder)
        1    0.000    0.000    0.000    0.000 inception.py:41(QuantizableInceptionA)
        1    0.000    0.000    0.000    0.000 _interface.py:669(_SumLinearOperator)
        1    0.000    0.000    0.000    0.000 _interface.py:724(_ScaledLinearOperator)
        1    0.000    0.000    0.000    0.000 decomp_lu.py:1(<module>)
        1    0.000    0.000    0.000    0.000 decomp_svd.py:1(<module>)
        1    0.000    0.000    0.000    0.000 specfun.py:1(<module>)
        1    0.000    0.000    0.000    0.000 spfun_stats.py:1(<module>)
        1    0.000    0.000    0.000    0.000 __init__.py:106(DelayedImportErrorModule)
        1    0.000    0.000    0.000    0.000 tifffile.py:15779(NullContext)
        1    0.000    0.000    0.000    0.000 html_parser.py:208(HLinkSlot)
        1    0.000    0.000    0.000    0.000 utils.py:4(RenderHTML)
        1    0.000    0.000    0.000    0.000 ctk_image.py:77(_check_images)
        1    0.000    0.000    0.000    0.000 __init__.py:1371(BFloat16Storage)
        2    0.000    0.000    0.000    0.000 rootoftools.py:82(__init__)
        2    0.000    0.000    0.000    0.000 collection.py:409(imread_collection_wrapper)
        1    0.000    0.000    0.000    0.000 __init__.py:1567(BoolStorage)
        2    0.000    0.000    0.000    0.000 _parser.py:103(checklookbehindgroup)
        1    0.000    0.000    0.000    0.000 __init__.py:1257(_open)
        1    0.000    0.000    0.000    0.000 _exceptions.py:56(_UFuncBinaryResolutionError)
        2    0.000    0.000    0.000    0.000 __init__.py:34(_rename_parameter)
        1    0.000    0.000    0.000    0.000 config.py:190(__init__)
        1    0.000    0.000    0.000    0.000 _index_tricks_impl.py:744(IndexExpression)
        1    0.000    0.000    0.000    0.000 parser.py:67(HeaderParser)
        1    0.000    0.000    0.000    0.000 response.py:227(BytesQueueBuffer)
        1    0.000    0.000    0.000    0.000 csv.py:57(excel)
        1    0.000    0.000    0.000    0.000 __init__.py:655(LZMACompressor)
        1    0.000    0.000    0.000    0.000 _adapters.py:7(SpecLoaderAdapter)
        1    0.000    0.000    0.000    0.000 cookiejar.py:841(CookiePolicy)
        1    0.000    0.000    0.000    0.000 structures.py:83(LookupDict)
        1    0.000    0.000    0.000    0.000 ttk.py:1577(OptionMenu)
        1    0.000    0.000    0.000    0.000 handlers.py:119(RotatingFileHandler)
        1    0.000    0.000    0.000    0.000 project.py:209(FindStudyResponse)
        1    0.000    0.000    0.000    0.000 project.py:47(LoggingLevels)
        1    0.000    0.000    0.000    0.000 parser.py:501(ParsedResult)
        1    0.000    0.000    0.000    0.000 _parser.py:219(_resultbase)
        1    0.000    0.000    0.000    0.000 awsrequest.py:591(_HeaderKey)
        1    0.000    0.000    0.000    0.000 endpoint_provider.py:649(RuleSet)
        1    0.000    0.000    0.000    0.000 adaptive.py:38(ClientRateLimiter)
        1    0.000    0.000    0.000    0.000 configprovider.py:823(SectionConfigProvider)
        1    0.000    0.000    0.000    0.000 sequence.py:76(NestedSequence)
        1    0.000    0.000    0.000    0.000 typing_extensions.py:2400(TypeVarTuple)
        1    0.000    0.000    0.000    0.000 __init__.py:349(CudaError)
        1    0.000    0.000    0.000    0.000 __init__.py:1382(ComplexDoubleStorage)
        1    0.000    0.000    0.000    0.000 loss.py:17(_Loss)
        1    0.000    0.000    0.000    0.000 loss.py:476(MSELoss)
        1    0.000    0.000    0.000    0.000 constraints.py:262(_IntegerInterval)
        2    0.000    0.000    0.000    0.000 _pyio.py:1779(writable)
        1    0.000    0.000    0.000    0.000 transforms.py:985(FiveCrop)
        1    0.000    0.000    0.000    0.000 inverselaplace.py:4(InverseLaplaceTransform)
        1    0.000    0.000    0.000    0.000 utilities.py:8(__init__)
        1    0.000    0.000    0.000    0.000 util.py:6(assoc)
        1    0.000    0.000    0.000    0.000 single.py:1107(Liouville)
        1    0.000    0.000    0.000    0.000 single.py:1299(SeparableReduced)
        1    0.000    0.000    0.000    0.000 config.py:387(decide_worker_start_method)
        1    0.000    0.000    0.000    0.000 __init__.py:775(_load_libsf_error_state)
        1    0.000    0.000    0.000    0.000 _aliases.py:152(UniqueAllResult)
        1    0.000    0.000    0.000    0.000 extract.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _label.py:1(<module>)
        1    0.000    0.000    0.000    0.000 __init__.py:806(Filterer)
        1    0.000    0.000    0.000    0.000 threading.py:394(notify)
        1    0.000    0.000    0.000    0.000 threading.py:1460(_DummyThread)
        1    0.000    0.000    0.000    0.000 __init__.py:157(py_object)
        1    0.000    0.000    0.000    0.000 _endian.py:23(_swapped_meta)
        2    0.000    0.000    0.000    0.000 _index_tricks_impl.py:146(__init__)
        1    0.000    0.000    0.000    0.000 _arraysetops_impl.py:399(UniqueCountsResult)
        1    0.000    0.000    0.000    0.000 {method 'copy' of 'set' objects}
        2    0.000    0.000    0.000    0.000 {method 'append' of 'collections.deque' objects}
        1    0.000    0.000    0.000    0.000 request.py:1252(AbstractHTTPHandler)
        1    0.000    0.000    0.000    0.000 ssl_.py:60(_is_has_never_check_common_name_reliable)
        1    0.000    0.000    0.000    0.000 retry.py:33(RequestHistory)
        1    0.000    0.000    0.000    0.000 exceptions.py:59(ProxyError)
        1    0.000    0.000    0.000    0.000 queue.py:223(PriorityQueue)
        1    0.000    0.000    0.000    0.000 response.py:78(DeflateDecoder)
        1    0.000    0.000    0.000    0.000 response.py:188(MultiDecoder)
        1    0.000    0.000    0.000    0.000 _collections.py:5(FreezableDefaultDict)
        1    0.000    0.000    0.000    0.000 errors.py:7(InvalidDicomError)
        1    0.000    0.000    0.000    0.000 service_class.py:2399(BasicWorklistManagementServiceClass)
        1    0.000    0.000    0.000    0.000 __init__.py:3510(Radiobutton)
        1    0.000    0.000    0.000    0.000 __init__.py:2278(wm_resizable)
        1    0.000    0.000    0.000    0.000 ttk.py:503(Widget)
        1    0.000    0.000    0.000    0.000 plistlib.py:631(_BinaryPlistWriter)
        1    0.000    0.000    0.000    0.000 handlers.py:1293(BufferingHandler)
        1    0.000    0.000    0.000    0.000 project.py:186(EchoRequest)
        1    0.000    0.000    0.000    0.000 project.py:38(NetworkTimeouts)
        1    0.000    0.000    0.000    0.000 visitor.py:307(GraphvizVisitor)
        1    0.000    0.000    0.000    0.000 ElementTree.py:1091(_ListDataStream)
        1    0.000    0.000    0.000    0.000 utils.py:1658(S3ExpressIdentityResolver)
        1    0.000    0.000    0.000    0.000 parsers.py:849(JSONParser)
        1    0.000    0.000    0.000    0.000 params.py:207(RequestParamsDocumenter)
        1    0.000    0.000    0.000    0.000 auth.py:537(S3ExpressAuth)
        1    0.000    0.000    0.000    0.000 credentials.py:1215(OriginalEC2Provider)
        1    0.000    0.000    0.000    0.000 configparser.py:169(Error)
        1    0.000    0.000    0.000    0.000 monitoring.py:546(SocketPublisher)
        1    0.000    0.000    0.000    0.000 base.py:69(ServiceResource)
        1    0.000    0.000    0.000    0.000 base.py:17(Descriptor)
        1    0.000    0.000    0.000    0.000 collection.py:369(CollectionFactory)
        1    0.000    0.000    0.000    0.000 excel.py:31(TextPoint)
        1    0.000    0.000    0.000    0.000 styleable.py:16(StyleDescriptor)
        1    0.000    0.000    0.000    0.000 styleable.py:37(NumberFormatDescriptor)
        1    0.000    0.000    0.000    0.000 geometry.py:558(StyleMatrixReference)
        1    0.000    0.000    0.000    0.000 data_source.py:35(NumberValueDescriptor)
        1    0.000    0.000    0.000    0.000 __init__.py:1597(ComplexFloatStorage)
        1    0.000    0.000    0.000    0.000 bdb.py:870(Tdb)
        1    0.000    0.000    0.000    0.000 __init__.py:1283(DoubleStorage)
        1    0.000    0.000    0.000    0.000 grad_scaler.py:16(_MultiDeviceReplicator)
        1    0.000    0.000    0.000    0.000 __init__.py:1316(LongStorage)
        1    0.000    0.000    0.000    0.000 memory.py:892(CUDAPluggableAllocator)
        1    0.000    0.000    0.000    0.000 jiterator.py:53(_JittedFunction)
        1    0.000    0.000    0.000    0.000 module.py:31(_IncompatibleKeys)
        1    0.000    0.000    0.000    0.000 forward_ad.py:223(_set_fwd_grad_enabled)
        1    0.000    0.000    0.000    0.000 grad_mode.py:329(_force_original_view_tracking)
        1    0.000    0.000    0.000    0.000 profiler_util.py:632(FunctionEventAvg)
        1    0.000    0.000    0.000    0.000 activation.py:449(Hardswish)
        1    0.000    0.000    0.000    0.000 importer.py:171(_SysImporter)
        1    0.000    0.000    0.000    0.000 loss.py:864(SmoothL1Loss)
        1    0.000    0.000    0.000    0.000 __init__.py:66(Stream)
        1    0.000    0.000    0.000    0.000 lr_scheduler.py:772(ExponentialLR)
        2    0.000    0.000    0.000    0.000 __init__.py:9(__init__)
        1    0.000    0.000    0.000    0.000 _trace.py:88(ONNXTracedModule)
        1    0.000    0.000    0.000    0.000 transforms.py:632(SoftplusTransform)
        1    0.000    0.000    0.000    0.000 constraint_registry.py:80(ConstraintRegistry)
        1    0.000    0.000    0.000    0.000 logger.py:260(TraceManager)
        1    0.000    0.000    0.000    0.000 sharding.py:24(_ShardingIterDataPipe)
        1    0.000    0.000    0.000    0.000 conv.py:333(ConvTranspose3d)
        3    0.000    0.000    0.000    0.000 mock.py:290(__init__)
        1    0.000    0.000    0.000    0.000 runner.py:14(_WritelnDecorator)
        1    0.000    0.000    0.000    0.000 mock.py:288(_SentinelObject)
        1    0.000    0.000    0.000    0.000 exceptions.py:29(IncompleteReadError)
        1    0.000    0.000    0.000    0.000 tasks.py:702(_GatheringFuture)
        1    0.000    0.000    0.000    0.000 fake_tensor.py:897(_BypassDispatchCache)
        1    0.000    0.000    0.000    0.000 _internal.py:155(get_log_level_pairs)
        1    0.000    0.000    0.000    0.000 meta_utils.py:404(MetaStorageDesc)
        1    0.000    0.000    0.000    0.000 _sym_dispatch_mode.py:24(SymDispatchMode)
        1    0.000    0.000    0.000    0.000 dynamic_shapes.py:210(_ConstraintTarget)
        1    0.000    0.000    0.000    0.000 transforms.py:689(RandomHorizontalFlip)
        1    0.000    0.000    0.000    0.000 transforms.py:201(ToPILImage)
        1    0.000    0.000    0.000    0.000 transforms.py:1544(Grayscale)
        1    0.000    0.000    0.000    0.000 patcher.py:25(ONNXTorchPatcher)
        1    0.000    0.000    0.000    0.000 symbolic_shapes.py:5454(PropagateUnbackedSymInts)
        1    0.000    0.000    0.000    0.000 symbolic_shapes.py:472(ConvertIntKey)
        1    0.000    0.000    0.000    0.000 extrapolation.py:728(cohen_alt_class)
        1    0.000    0.000    0.000    0.000 optimization.py:15(Newton)
        1    0.000    0.000    0.000    0.000 visualization.py:9(VisualizationMethods)
        1    0.000    0.000    0.000    0.000 ctx_mp.py:1301(PrecisionManager)
        1    0.000    0.000    0.000    0.000 parameters.py:60(__init__)
        1    0.000    0.000    0.000    0.000 polyutils.py:442(PicklableWithSlots)
        2    0.000    0.000    0.000    0.000 pretty_symbology.py:235(<lambda>)
        1    0.000    0.000    0.000    0.000 bessel.py:843(SphericalBesselBase)
        1    0.000    0.000    0.000    0.000 kind.py:7(MatrixKind)
        1    0.000    0.000    0.000    0.000 matrixbase.py:5402(DeferredVector)
        1    0.000    0.000    0.000    0.000 transforms.py:331(MellinTransform)
        1    0.000    0.000    0.000    0.000 transforms.py:1165(SineTransform)
        1    0.000    0.000    0.000    0.000 transforms.py:986(FourierTransform)
        1    0.000    0.000    0.000    0.000 transforms.py:1047(InverseFourierTransform)
        1    0.000    0.000    0.000    0.000 series.py:1608(Parametric2DLineSeries)
        1    0.000    0.000    0.000    0.000 series.py:1800(SurfaceBaseSeries)
        1    0.000    0.000    0.000    0.000 exc.py:140(UserError)
        1    0.000    0.000    0.000    0.000 guards.py:1980(ExprCounter)
        1    0.000    0.000    0.000    0.000 functional_utils.py:323(FunctionalTensorMetadataEq)
        1    0.000    0.000    0.000    0.000 torchbind.py:1(<module>)
        1    0.000    0.000    0.000    0.000 misc.py:279(InlinedClosureVariable)
        1    0.000    0.000    0.000    0.000 inception.py:398(BasicConv2d)
        1    0.000    0.000    0.000    0.000 ImageFile.py:94(_Tile)
        4    0.000    0.000    0.000    0.000 _pep440.py:426(_parse_local_version)
        1    0.000    0.000    0.000    0.000 f2py2e.py:541(CombineIncludePaths)
        1    0.000    0.000    0.000    0.000 core.py:7028(_frommethod)
        1    0.000    0.000    0.000    0.000 _interface.py:696(_ProductLinearOperator)
        1    0.000    0.000    0.000    0.000 deprecation.py:98(_DeprecationHelperStr)
        1    0.000    0.000    0.000    0.000 lil.py:1(<module>)
        1    0.000    0.000    0.000    0.000 decomp_qr.py:1(<module>)
        1    0.000    0.000    0.000    0.000 decomp_schur.py:1(<module>)
        1    0.000    0.000    0.000    0.000 PpmImagePlugin.py:57(PpmImageFile)
        1    0.000    0.000    0.000    0.000 ttk.py:327(setup_master)
        1    0.000    0.000    0.000    0.000 effect.py:366(SoftEdgesEffect)
        1    0.000    0.000    0.000    0.000 __init__.py:1587(ComplexDoubleStorage)
        1    0.000    0.000    0.000    0.000 __init__.py:1305(HalfStorage)
        1    0.000    0.000    0.000    0.000 _internal.py:252(_missing_ctypes)
        1    0.000    0.000    0.000    0.000 __init__.py:1577(BFloat16Storage)
        3    0.000    0.000    0.000    0.000 __init__.py:237(is_initialized)
        1    0.000    0.000    0.000    0.000 __init__.py:1294(FloatStorage)
        4    0.000    0.000    0.000    0.000 mpelements.py:34(_set_mpc)
        1    0.000    0.000    0.000    0.000 typing.py:738(_make_union)
        1    0.000    0.000    0.000    0.000 pathlib.py:1425(WindowsPath)
        1    0.000    0.000    0.000    0.000 exceptions.py:109(AxisError)
        1    0.000    0.000    0.000    0.000 _linalg.py:198(_assert_stacked_square)
        1    0.000    0.000    0.000    0.000 _index_tricks_impl.py:321(__init__)
        1    0.000    0.000    0.000    0.000 _index_tricks_impl.py:276(OGridClass)
        1    0.000    0.000    0.000    0.000 {method 'rfind' of 'bytes' objects}
        1    0.000    0.000    0.000    0.000 <frozen os>:853(fsdecode)
        1    0.000    0.000    0.000    0.000 request.py:601(BaseHandler)
        1    0.000    0.000    0.000    0.000 client.py:1504(IncompleteRead)
        1    0.000    0.000    0.000    0.000 request.py:620(HTTPErrorProcessor)
        1    0.000    0.000    0.000    0.000 request.py:1057(ProxyBasicAuthHandler)
        1    0.000    0.000    0.000    0.000 calendar.py:624(LocaleHTMLCalendar)
        1    0.000    0.000    0.000    0.000 ssl.py:677(verify_mode)
        1    0.000    0.000    0.000    0.000 __init__.py:322(PackagePath)
        1    0.000    0.000    0.000    0.000 __init__.py:165(FastLookup)
        1    0.000    0.000    0.000    0.000 abc.py:80(ResourceLoader)
        1    0.000    0.000    0.000    0.000 cookiejar.py:1859(LWPCookieJar)
        1    0.000    0.000    0.000    0.000 Image.py:3005(ImageTransformHandler)
        1    0.000    0.000    0.000    0.000 service_class_n.py:69(DisplaySystemManagementServiceClass)
        1    0.000    0.000    0.000    0.000 ttk.py:967(Progressbar)
        2    0.000    0.000    0.000    0.000 six.py:199(__get_module)
        1    0.000    0.000    0.000    0.000 ElementPath.py:350(_SelectorContext)
        1    0.000    0.000    0.000    0.000 utils.py:3326(SSOTokenLoader)
        1    0.000    0.000    0.000    0.000 awsrequest.py:491(AWSPreparedRequest)
        1    0.000    0.000    0.000    0.000 parsers.py:754(BaseEventStreamParser)
        1    0.000    0.000    0.000    0.000 httpchecksum.py:216(StreamingChecksumBody)
        1    0.000    0.000    0.000    0.000 auth.py:483(S3SigV4Auth)
        1    0.000    0.000    0.000    0.000 configparser.py:298(ParsingError)
        1    0.000    0.000    0.000    0.000 configparser.py:332(Interpolation)
        1    0.000    0.000    0.000    0.000 discovery.py:224(EndpointDiscoveryHandler)
        1    0.000    0.000    0.000    0.000 retryhandler.py:214(BaseChecker)
        1    0.000    0.000    0.000    0.000 model.py:257(ListShape)
        1    0.000    0.000    0.000    0.000 bucket.py:9(Clock)
        1    0.000    0.000    0.000    0.000 indexed_list.py:1(<module>)
        1    0.000    0.000    0.000    0.000 base.py:120(Set)
        1    0.000    0.000    0.000    0.000 base.py:262(DateTime)
        1    0.000    0.000    0.000    0.000 rule.py:21(ValueDescriptor)
        1    0.000    0.000    0.000    0.000 table.py:367(TableList)
        1    0.000    0.000    0.000    0.000 effect.py:128(AlphaReplaceEffect)
        1    0.000    0.000    0.000    0.000 title.py:68(TitleDescriptor)
        1    0.000    0.000    0.000    0.000 cache.py:747(PageItem)
        1    0.000    0.000    0.000    0.000 custom.py:148(IntProperty)
        1    0.000    0.000    0.000    0.000 custom.py:163(DateTimeProperty)
        1    0.000    0.000    0.000    0.000 serialization.py:447(_open_file)
        1    0.000    0.000    0.000    0.000 tarfile.py:576(_StreamProxy)
        1    0.000    0.000    0.000    0.000 _tensor_str.py:122(_Formatter)
        1    0.000    0.000    0.000    0.000 __init__.py:1327(IntStorage)
        1    0.000    0.000    0.000    0.000 __init__.py:1338(ShortStorage)
        1    0.000    0.000    0.000    0.000 _memory_viz.py:170(Bytes)
        1    0.000    0.000    0.000    0.000 argparse.py:1672(_ArgumentGroup)
        1    0.000    0.000    0.000    0.000 __init__.py:62(_DistributedPdb)
        1    0.000    0.000    0.000    0.000 distributed_c10d.py:2011(_CoalescingManager)
        1    0.000    0.000    0.000    0.000 c10d_logger.py:39(_get_logging_handler)
        1    0.000    0.000    0.000    0.000 grad_mode.py:88(enable_grad)
        1    0.000    0.000    0.000    0.000 autograd_function.py:256(VmapInfo)
        1    0.000    0.000    0.000    0.000 profiler.py:754(emit_itt)
        1    0.000    0.000    0.000    0.000 package_exporter.py:129(PackagingError)
        1    0.000    0.000    0.000    0.000 distributed.py:230(_BufferCommHook)
        1    0.000    0.000    0.000    0.000 __init__.py:21(verbose)
        1    0.000    0.000    0.000    0.000 simple_registry.py:7(SimpleLibraryRegistry)
        1    0.000    0.000    0.000    0.000 __init__.py:33(_QEngineProp)
        1    0.000    0.000    0.000    0.000 lr_scheduler.py:268(_enable_get_lr_call)
        1    0.000    0.000    0.000    0.000 lr_scheduler.py:673(LinearLR)
        1    0.000    0.000    0.000    0.000 lr_scheduler.py:1006(CosineAnnealingLR)
        1    0.000    0.000    0.000    0.000 transforms.py:691(AbsTransform)
        1    0.000    0.000    0.000    0.000 fetch.py:19(_IterableDatasetFetcher)
        1    0.000    0.000    0.000    0.000 dataframes.py:242(CaptureVariable)
        1    0.000    0.000    0.000    0.000 structures.py:8(DataChunkDF)
        1    0.000    0.000    0.000    0.000 utils.py:9(SequenceWrapperMapDataPipe)
        1    0.000    0.000    0.000    0.000 graph_module.py:36(__init__)
        1    0.000    0.000    0.000    0.000 mock.py:300(_Sentinel)
        1    0.000    0.000    0.000    0.000 protocols.py:66(Protocol)
        1    0.000    0.000    0.000    0.000 locks.py:420(BoundedSemaphore)
        1    0.000    0.000    0.000    0.000 _guards.py:422(GlobalContextCheckpointState)
        1    0.000    0.000    0.000    0.000 pass_base.py:12(PassResult)
        1    0.000    0.000    0.000    0.000 modulefinder.py:90(Module)
        1    0.000    0.000    0.000    0.000 transforms.py:1032(TenCrop)
        1    0.000    0.000    0.000    0.000 transforms.py:1948(RandomAdjustSharpness)
        1    0.000    0.000    0.000    0.000 ImageFilter.py:49(Kernel)
